k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 
69	10	11	24.0645	1.91366	1.91096	1	0.272727		69	10	21	81.058	3.64285	3.63243	1	0.666667		69	10	41	270.569	6.98897	6.94832	1	0.926829		69	1	11	4.88847	0.356472	0.356513	0.454545	0.454545		69	1	21	6.87973	0.666864	0.666975	0.714286	0.714286		69	1	41	10.3692	1.34383	1.34395	0.707317	0.707317		69	3	11	10.0293	0.690591	0.690085	1	1		69	3	21	11.0436	1.30663	1.30445	0.952381	0.904762		69	3	41	34.6982	2.55474	2.5457	0.317073	0.439024		69	5	11	10.9422	1.02263	1.02155	1	1		69	5	21	23.54	1.98931	1.98468	0.380952	0.47619		69	5	41	80.1485	3.92112	3.90289	0.487805	0.609756		69	7	11	11.7943	1.37107	1.36935	1	1		69	7	21	43.8273	2.71035	2.70313	0.47619	0.285714		69	7	41	145.665	5.27078	5.24338	0.780488	0.731707		69	9	11	20.3824	1.85317	1.85083	0.909091	0.636364		69	9	21	64.238	3.29623	3.28709	0.761905	0.52381		69	9	41	215.177	6.23613	6.20156	0.609756	0.682927
70	10	11	24.9623	1.91903	1.91639	1	0.272727		70	10	21	82.7458	3.67131	3.6609	1	0.619048		70	10	41	274.114	7.00292	6.96209	1	0.926829		70	1	11	4.98575	0.354758	0.354811	0.454545	0.454545		70	1	21	7.08221	0.676462	0.676559	0.761905	0.761905		70	1	41	10.8656	1.35612	1.35627	0.707317	0.707317		70	3	11	10.4011	0.699194	0.698656	1	1		70	3	21	12.0165	1.32298	1.32074	0.952381	0.904762		70	3	41	35.246	2.58243	2.57328	0.341463	0.463415		70	5	11	10.9938	1.03267	1.03156	1	1		70	5	21	23.8119	2.01949	2.01476	0.380952	0.571429		70	5	41	81.9114	4.1281	4.10947	0.536585	0.585366		70	7	11	12.0533	1.39321	1.39147	1	1		70	7	21	44.7615	2.7311	2.7236	0.47619	0.333333		70	7	41	147.029	5.30114	5.2733	0.829268	0.707317		70	9	11	20.5796	1.87892	1.87655	0.909091	0.727273		70	9	21	65.129	3.33312	3.32387	0.761905	0.52381		70	9	41	230.606	6.44967	6.41401	0.585366	0.731707
71	10	11	25.3909	1.99099	1.98836	1	0.272727		71	10	21	89.3721	3.74578	3.73514	1	0.666667		71	10	41	279.32	7.16292	7.12131	1	0.926829		71	1	11	5.08317	0.354622	0.354672	0.454545	0.454545		71	1	21	7.28445	0.68165	0.681729	0.761905	0.761905		71	1	41	11.0804	1.36102	1.36119	0.707317	0.707317		71	3	11	10.599	0.713378	0.712849	1	1		71	3	21	12.9878	1.35034	1.34809	0.952381	0.904762		71	3	41	35.6764	2.62587	2.61657	0.365854	0.439024		71	5	11	11.2097	1.05655	1.05543	1	1		71	5	21	24.0261	2.04769	2.04299	0.380952	0.619048		71	5	41	85.3301	4.37811	4.35922	0.560976	0.560976		71	7	11	12.1418	1.43544	1.43367	1	1		71	7	21	45.4558	2.80671	2.79947	0.47619	0.47619		71	7	41	149.222	5.39689	5.36776	0.853659	0.756098		71	9	11	20.7284	1.83274	1.83036	0.909091	0.727273		71	9	21	66.2303	3.3844	3.37499	0.761905	0.47619		71	9	41	234.22	6.4243	6.3883	0.585366	0.707317
72	10	11	25.6555	1.97981	1.97708	1	0.272727		72	10	21	90.4164	3.75785	3.74733	1	0.714286		72	10	41	284.454	7.25234	7.21009	1	0.926829		72	1	11	5.18066	0.360052	0.360094	0.454545	0.454545		72	1	21	7.48675	0.689699	0.6898	0.761905	0.761905		72	1	41	11.107	1.36615	1.36634	0.682927	0.682927		72	3	11	10.6126	0.718385	0.717847	1	1		72	3	21	13.0132	1.36572	1.3635	0.952381	0.952381		72	3	41	35.9953	2.65583	2.64639	0.390244	0.463415		72	5	11	11.9836	1.06282	1.06164	1	1		72	5	21	24.3624	2.07641	2.07168	0.380952	0.666667		72	5	41	88.8433	4.36056	4.34177	0.609756	0.560976		72	7	11	12.2731	1.43112	1.4294	1	1		72	7	21	46.7836	2.83361	2.82636	0.571429	0.47619		72	7	41	152.371	5.44266	5.41415	0.853659	0.804878		72	9	11	21.5255	1.91977	1.91736	0.909091	0.727273		72	9	21	67.0402	3.46565	3.45611	0.761905	0.52381		72	9	41	237.473	6.47682	6.44036	0.609756	0.731707
73	10	11	26.0782	2.0252	2.02245	1	0.272727		73	10	21	91.3962	3.83516	3.82446	1	0.761905		73	10	41	294.473	7.38107	7.33889	1	0.902439		73	1	11	5.27759	0.368912	0.368961	0.454545	0.454545		73	1	21	7.68874	0.702507	0.702617	0.761905	0.761905		73	1	41	11.6069	1.40643	1.40655	0.707317	0.707317		73	3	11	10.643	0.736854	0.736305	1	1		73	3	21	13.9831	1.37566	1.37337	0.952381	0.952381		73	3	41	36.4093	2.71133	2.70192	0.390244	0.463415		73	5	11	12.0575	1.08026	1.07914	1	1		73	5	21	24.7784	2.11868	2.11386	0.380952	0.52381		73	5	41	89.5899	4.24382	4.22467	0.609756	0.609756		73	7	11	12.3261	1.46361	1.46183	1	1		73	7	21	47.2757	3.00762	3.00037	0.52381	0.47619		73	7	41	155.456	5.55867	5.52901	0.853659	0.804878		73	9	11	22.0428	1.96797	1.9655	0.909091	0.727273		73	9	21	69.5993	3.50106	3.49145	0.761905	0.52381		73	9	41	247.579	6.70047	6.66314	0.609756	0.756098
74	10	11	26.2756	2.05916	2.05641	1	0.272727		74	10	21	95.73	3.88848	3.8775	1	0.857143		74	10	41	298.615	7.39291	7.3503	1	0.926829		74	1	11	5.37492	0.379235	0.379291	0.545455	0.545455		74	1	21	7.89124	0.710002	0.710117	0.761905	0.761905		74	1	41	11.6515	1.42508	1.42519	0.707317	0.707317		74	3	11	10.6648	0.743182	0.742612	1	1		74	3	21	14.0219	1.3894	1.38711	0.952381	0.952381		74	3	41	37.0675	2.7281	2.71864	0.390244	0.536585		74	5	11	12.1291	1.09177	1.0906	0.909091	1		74	5	21	25.0446	2.11938	2.11443	0.380952	0.571429		74	5	41	96.8631	4.52067	4.50134	0.609756	0.658537		74	7	11	12.3857	1.47538	1.47359	1	1		74	7	21	47.9291	2.88131	2.87402	0.52381	0.47619		74	7	41	164.992	5.63055	5.60101	0.853659	0.829268		74	9	11	22.3669	1.99569	1.99319	0.909091	0.727273		74	9	21	73.3777	3.53466	3.52428	0.809524	0.571429		74	9	41	251.903	6.75732	6.71995	0.682927	0.829268
75	10	11	26.8211	2.08354	2.08078	1	0.363636		75	10	21	99.0017	3.99714	3.98609	1	0.857143		75	10	41	321.301	7.62627	7.58313	1	0.97561		75	1	11	5.47224	0.38733	0.387384	0.727273	0.727273		75	1	21	8.095	0.724033	0.724145	0.761905	0.761905		75	1	41	11.6685	1.44446	1.4446	0.707317	0.707317		75	3	11	11.0591	0.750145	0.749596	1	1		75	3	21	15.0056	1.43045	1.42811	0.952381	0.952381		75	3	41	37.3403	2.78119	2.77162	0.439024	0.585366		75	5	11	12.173	1.11031	1.10915	0.909091	1		75	5	21	26.4415	2.16811	2.16322	0.380952	0.571429		75	5	41	97.4867	4.59223	4.57267	0.634146	0.658537		75	7	11	12.4347	1.49864	1.49682	1	1		75	7	21	48.5362	2.93029	2.92288	0.47619	0.428571		75	7	41	166.505	5.70008	5.67063	0.902439	0.853659		75	9	11	22.4747	1.91202	1.90955	0.909091	0.727273		75	9	21	74.0813	3.60895	3.59837	0.904762	0.619048		75	9	41	258.607	6.83606	6.79878	0.707317	0.804878
76	10	11	27.1475	2.08886	2.08605	1	0.272727		76	10	21	100.26	3.97484	3.96376	1	0.904762		76	10	41	328.484	7.63548	7.59113	1	0.926829		76	1	11	5.56932	0.388966	0.389016	0.727273	0.727273		76	1	21	8.29887	0.725167	0.725269	0.761905	0.761905		76	1	41	11.6851	1.44935	1.44947	0.707317	0.707317		76	3	11	11.0805	0.757847	0.757283	1	1		76	3	21	15.9658	1.43636	1.43382	0.952381	0.952381		76	3	41	39.1317	2.83209	2.8223	0.439024	0.487805		76	5	11	12.2308	1.12198	1.12082	0.909091	1		76	5	21	26.6928	2.17595	2.17096	0.380952	0.52381		76	5	41	104.758	4.65965	4.63977	0.658537	0.682927		76	7	11	12.4536	1.52443	1.52259	1	1		76	7	21	50.4039	2.99011	2.98259	0.571429	0.47619		76	7	41	174.824	5.79441	5.76467	0.878049	0.804878		76	9	11	23.1879	1.95032	1.94778	0.909091	0.727273		76	9	21	76.1263	3.62056	3.61067	0.904762	0.571429		76	9	41	262.573	6.87503	6.83757	0.756098	0.829268
77	10	11	27.6786	2.14146	2.13861	1	0.181818		77	10	21	102.643	4.05321	4.04188	1	0.904762		77	10	41	332.356	7.73763	7.69332	1	0.97561		77	1	11	5.66365	0.390066	0.390129	0.636364	0.636364		77	1	21	8.50005	0.738074	0.738184	0.714286	0.714286		77	1	41	12.1848	1.46962	1.46975	0.707317	0.707317		77	3	11	11.0989	0.773151	0.772592	1	1		77	3	21	15.9944	1.45206	1.44972	0.952381	0.952381		77	3	41	39.9214	2.85149	2.84164	0.487805	0.536585		77	5	11	13.0044	1.13948	1.13831	0.909091	1		77	5	21	27.0475	2.23794	2.23294	0.380952	0.619048		77	5	41	107.21	4.7518	4.73171	0.658537	0.658537		77	7	11	13.7795	1.5454	1.54357	1	1		77	7	21	50.9483	3.05628	3.04868	0.619048	0.52381		77	7	41	176.934	5.94046	5.91054	0.878049	0.829268		77	9	11	23.4956	1.93166	1.92912	0.909091	0.727273		77	9	21	77.3459	3.70848	3.69844	0.904762	0.666667		77	9	41	264.733	7.09158	7.05358	0.731707	0.853659
78	10	11	27.9908	2.17841	2.17551	1	0.0909091		78	10	21	103.44	4.09706	4.0857	1	0.904762		78	10	41	337.456	7.74656	7.70287	1	0.902439		78	1	11	5.75899	0.388079	0.388139	0.727273	0.727273		78	1	21	8.70214	0.748528	0.748653	0.714286	0.714286		78	1	41	12.6841	1.52508	1.52518	0.707317	0.707317		78	3	11	11.1479	0.782007	0.781424	1	1		78	3	21	16.1414	1.47346	1.47106	0.952381	0.952381		78	3	41	40.4799	2.88948	2.87963	0.487805	0.512195		78	5	11	13.7711	1.15112	1.14994	0.909091	1		78	5	21	28.2516	2.2619	2.25669	0.380952	0.619048		78	5	41	109.749	4.77884	4.75866	0.634146	0.634146		78	7	11	13.8095	1.54996	1.54792	1	1		78	7	21	51.8929	3.0273	3.0197	0.52381	0.47619		78	7	41	179.829	5.91005	5.87981	0.926829	0.804878		78	9	11	23.9204	1.96742	1.9649	0.909091	0.727273		78	9	21	78.714	3.7133	3.70331	0.904762	0.857143		78	9	41	271.797	7.25151	7.21233	0.731707	0.829268
79	10	11	28.5735	2.21033	2.2074	1	0.181818		79	10	21	104.839	4.16905	4.15751	1	0.904762		79	10	41	346.903	7.89504	7.85092	1	0.95122		79	1	11	5.85509	0.391776	0.391816	0.727273	0.727273		79	1	21	8.90212	0.754094	0.754214	0.714286	0.714286		79	1	41	13.1788	1.49961	1.49973	0.707317	0.707317		79	3	11	11.5193	0.792459	0.791885	1	1		79	3	21	17.1106	1.49543	1.493	0.952381	0.952381		79	3	41	40.8472	2.93394	2.92389	0.463415	0.609756		79	5	11	14.5396	1.16918	1.16795	0.909091	1		79	5	21	28.4334	2.24901	2.24404	0.47619	0.666667		79	5	41	110.784	4.85428	4.8336	0.682927	0.658537		79	7	11	15.1313	1.57626	1.5744	1	1		79	7	21	52.8486	3.09232	3.08468	0.619048	0.52381		79	7	41	182.677	5.96105	5.93064	0.926829	0.853659		79	9	11	24.3183	1.95966	1.95709	0.909091	0.727273		79	9	21	81.6586	3.80296	3.79277	0.952381	0.809524		79	9	41	285.343	7.21303	7.17397	0.707317	0.829268
80	10	11	29.7816	2.19695	2.19403	1	0.181818		80	10	21	110.025	4.21224	4.20062	1	0.904762		80	10	41	372.998	8.0264	7.98094	1	0.95122		80	1	11	5.95027	0.397336	0.397401	0.818182	0.818182		80	1	21	9.10356	0.766096	0.766202	0.714286	0.714286		80	1	41	13.6754	1.51599	1.51619	0.707317	0.707317		80	3	11	11.8895	0.802015	0.801419	1	1		80	3	21	17.1932	1.51287	1.51041	0.952381	0.952381		80	3	41	41.2119	2.98255	2.9724	0.463415	0.658537		80	5	11	14.774	1.18018	1.17897	0.909091	1		80	5	21	28.8905	2.29071	2.28543	0.52381	0.666667		80	5	41	112.93	4.93573	4.9154	0.707317	0.682927		80	7	11	15.1715	1.59679	1.5949	1	1		80	7	21	53.3049	3.09252	3.08472	0.619048	0.52381		80	7	41	185.657	6.02201	5.99123	0.95122	0.926829		80	9	11	24.4962	2.10639	2.10379	0.909091	0.818182		80	9	21	82.7414	3.84587	3.83547	0.952381	0.714286		80	9	41	291.716	7.37272	7.33377	0.731707	0.878049
81	10	11	30.1596	2.23781	2.2349	1	0.272727		81	10	21	111.635	4.28076	4.2691	1	0.904762		81	10	41	376.263	8.12153	8.07513	1	0.926829		81	1	11	6.04497	0.408146	0.408203	0.818182	0.818182		81	1	21	9.3045	0.781696	0.781823	0.714286	0.714286		81	1	41	14.1709	1.54941	1.54951	0.707317	0.707317		81	3	11	12.2548	0.820134	0.819553	1	1		81	3	21	18.1645	1.53182	1.52935	0.952381	0.952381		81	3	41	41.7728	3.01738	3.00718	0.536585	0.658537		81	5	11	15.5434	1.19946	1.19824	0.909091	1		81	5	21	30.6635	2.32691	2.32172	0.619048	0.47619		81	5	41	114.041	4.84898	4.82792	0.731707	0.682927		81	7	11	16.4932	1.63155	1.62962	1	1		81	7	21	55.9846	3.15333	3.14554	0.52381	0.52381		81	7	41	188.163	6.0697	6.03866	0.95122	0.926829		81	9	11	24.9871	2.05024	2.04763	0.909091	0.818182		81	9	21	83.488	3.85934	3.84893	0.952381	0.809524		81	9	41	295.222	7.53189	7.49107	0.756098	0.878049
82	10	11	30.3524	2.2734	2.27029	1	0.363636		82	10	21	114.454	4.31076	4.29906	1	0.904762		82	10	41	387.657	8.19191	8.14539	1	0.926829		82	1	11	6.13974	0.404102	0.40415	0.818182	0.818182		82	1	21	9.50595	0.797285	0.797391	0.714286	0.714286		82	1	41	14.1886	1.57465	1.57478	0.731707	0.731707		82	3	11	12.6219	0.81464	0.814016	1	1		82	3	21	19.129	1.54012	1.53766	0.952381	0.952381		82	3	41	42.3814	3.03762	3.02694	0.512195	0.658537		82	5	11	16.3122	1.20975	1.20853	0.909091	1		82	5	21	30.8886	2.33117	2.326	0.619048	0.571429		82	5	41	114.963	4.91232	4.89138	0.756098	0.682927		82	7	11	17.8113	1.65853	1.65656	1	1		82	7	21	57.2078	3.17375	3.16585	0.571429	0.714286		82	7	41	201.332	6.09242	6.06123	0.95122	0.926829		82	9	11	25.1413	2.04843	2.04581	0.909091	0.818182		82	9	21	84.5154	3.92546	3.91491	0.952381	0.761905		82	9	41	300.459	7.52618	7.48539	0.804878	0.902439
83	10	11	30.7469	2.30425	2.30124	1	0.272727		83	10	21	115.29	4.33374	4.32212	1	0.857143		83	10	41	394.397	8.32032	8.27358	1	0.97561		83	1	11	6.23426	0.41301	0.413067	0.818182	0.818182		83	1	21	9.70738	0.807961	0.808074	0.714286	0.714286		83	1	41	14.6828	1.57526	1.57546	0.707317	0.707317		83	3	11	12.9864	0.828237	0.827644	1	1		83	3	21	19.298	1.56419	1.56169	0.952381	0.952381		83	3	41	42.8224	3.08392	3.0731	0.536585	0.658537		83	5	11	17.0819	1.22956	1.22836	0.909091	1		83	5	21	31.504	2.40133	2.39578	0.619048	0.571429		83	5	41	119.042	4.97743	4.95585	0.756098	0.731707		83	7	11	17.8406	1.65279	1.65085	1	1		83	7	21	57.8692	3.22058	3.2126	0.571429	0.714286		83	7	41	203.032	6.20159	6.16832	0.95122	0.926829		83	9	11	25.4628	2.06092	2.05825	0.909091	0.818182		83	9	21	86.1959	3.95497	3.94444	0.952381	0.761905		83	9	41	303.262	7.61229	7.57142	0.829268	0.902439
84	10	11	32.5398	2.29924	2.29622	1	0.272727		84	10	21	118.487	4.3786	4.3666	1	0.904762		84	10	41	403.337	8.34966	8.30301	1	0.97561		84	1	11	6.32872	0.413413	0.413478	0.818182	0.818182		84	1	21	9.90988	0.813237	0.813348	0.714286	0.714286		84	1	41	14.6997	1.58896	1.58919	0.731707	0.731707		84	3	11	13.0151	0.838071	0.837476	1	1		84	3	21	19.4218	1.58089	1.57838	0.952381	0.952381		84	3	41	43.4446	3.10829	3.09785	0.536585	0.658537		84	5	11	17.8519	1.23958	1.23832	0.909091	1		84	5	21	31.8653	2.38022	2.37498	0.619048	0.619048		84	5	41	120.114	5.00805	4.98615	0.780488	0.731707		84	7	11	18.0121	1.66031	1.65831	1	1		84	7	21	58.5001	3.32325	3.3149	0.666667	0.809524		84	7	41	205.762	6.32699	6.29525	0.97561	0.95122		84	9	11	25.6693	2.10343	2.10052	0.909091	0.818182		84	9	21	88.065	4.02839	4.01768	0.952381	0.809524		84	9	41	312.021	7.82855	7.78552	0.829268	0.902439
85	10	11	33.0331	2.35219	2.34914	1	0.272727		85	10	21	119.521	4.43868	4.42672	1	1		85	10	41	406.501	8.47866	8.43154	1	1		85	1	11	6.42346	0.427136	0.427193	0.818182	0.818182		85	1	21	10.1123	0.829817	0.829929	0.714286	0.714286		85	1	41	14.7586	1.62121	1.62138	0.707317	0.707317		85	3	11	13.0368	0.858597	0.857934	1	1		85	3	21	20.3932	1.59952	1.59697	0.952381	0.952381		85	3	41	44.4848	3.1565	3.14594	0.585366	0.658537		85	5	11	18.6231	1.25687	1.25558	0.909091	1		85	5	21	32.2019	2.42429	2.419	0.619048	0.619048		85	5	41	123.139	5.10583	5.08405	0.804878	0.756098		85	7	11	18.0569	1.69599	1.69402	1	1		85	7	21	59.2397	3.32496	3.31683	0.714286	0.761905		85	7	41	217.711	6.46357	6.43097	0.97561	0.97561		85	9	11	26.3682	2.26662	2.26388	0.909091	0.818182		85	9	21	89.2023	4.08122	4.0704	0.904762	0.809524		85	9	41	315.004	7.783	7.74063	0.829268	0.926829
86	10	11	33.3106	2.40556	2.40247	1	0.636364		86	10	21	127.011	4.54493	4.53272	1	0.904762		86	10	41	412.56	8.54504	8.49756	1	1		86	1	11	6.5179	0.427878	0.427948	0.818182	0.818182		86	1	21	10.3138	0.835848	0.835962	0.714286	0.714286		86	1	41	15.2531	1.6338	1.63397	0.707317	0.707317		86	3	11	13.1088	0.872173	0.871566	1	1		86	3	21	21.3714	1.62395	1.62137	0.952381	0.952381		86	3	41	44.977	3.17008	3.15938	0.682927	0.707317		86	5	11	19.3929	1.26542	1.26414	0.909091	1		86	5	21	32.433	2.45538	2.44994	0.619048	0.619048		86	5	41	124.769	5.137	5.11464	0.829268	0.780488		86	7	11	18.0924	1.72089	1.71886	1	1		86	7	21	59.8943	3.37441	3.36612	0.761905	0.761905		86	7	41	222.614	6.40993	6.37734	0.95122	0.97561		86	9	11	26.5968	2.31966	2.31687	1	0.909091		86	9	21	94.0504	4.08448	4.07356	0.952381	0.857143		86	9	41	321.881	7.81452	7.77322	0.829268	0.95122
87	10	11	33.5586	2.43149	2.42836	1	0.636364		87	10	21	128.312	4.62294	4.61061	1	0.904762		87	10	41	416.362	8.70303	8.65492	1	0.95122		87	1	11	6.61247	0.430208	0.430272	0.818182	0.818182		87	1	21	10.5148	0.84404	0.844155	0.714286	0.714286		87	1	41	15.7525	1.64836	1.64858	0.707317	0.707317		87	3	11	13.4798	0.876899	0.876282	1	1		87	3	21	22.3449	1.66021	1.65756	0.952381	0.952381		87	3	41	45.3434	3.21554	3.20474	0.707317	0.707317		87	5	11	20.1666	1.28339	1.28208	0.909091	1		87	5	21	32.6678	2.47174	2.46635	0.666667	0.761905		87	5	41	126.692	5.23031	5.20817	0.829268	0.829268		87	7	11	18.2409	1.73428	1.73229	1	1		87	7	21	61.0029	3.46959	3.46134	0.761905	0.761905		87	7	41	225.272	6.49321	6.46039	0.95122	0.97561		87	9	11	26.762	2.31443	2.31162	1	0.818182		87	9	21	95.1322	4.13067	4.11957	0.952381	0.904762		87	9	41	328.874	7.93611	7.8945	0.853659	0.926829
88	10	11	34.062	2.40621	2.40301	1	0.545455		88	10	21	129.772	4.59315	4.58057	1	0.952381		88	10	41	423.223	8.76214	8.71366	1	0.97561		88	1	11	6.70745	0.435578	0.435644	0.818182	0.818182		88	1	21	10.7165	0.840319	0.840447	0.714286	0.714286		88	1	41	16.2537	1.66321	1.66348	0.731707	0.731707		88	3	11	13.8474	0.88752	0.88691	1	1		88	3	21	23.3273	1.64952	1.64689	0.952381	1		88	3	41	45.7162	3.24532	3.23452	0.731707	0.707317		88	5	11	20.9394	1.30508	1.30374	0.909091	1		88	5	21	32.9055	2.50293	2.49745	0.666667	0.809524		88	5	41	127.483	5.27978	5.25722	0.829268	0.853659		88	7	11	19.5547	1.74671	1.74462	1	1		88	7	21	62.7221	3.42267	3.41425	0.809524	0.761905		88	7	41	227.15	6.59039	6.56062	0.95122	0.97561		88	9	11	27.8609	2.36576	2.36294	1	0.818182		88	9	21	96.0355	4.19256	4.1816	1	0.857143		88	9	41	331.642	8.0241	7.98189	0.853659	0.926829
89	10	11	34.2852	2.45479	2.45162	1	0.545455		89	10	21	131.151	4.6847	4.67204	1	0.952381		89	10	41	431.153	8.93761	8.88841	1	0.97561		89	1	11	6.80163	0.438146	0.438214	0.818182	0.818182		89	1	21	10.9172	0.85084	0.850983	0.714286	0.714286		89	1	41	16.7534	1.69329	1.69354	0.731707	0.731707		89	3	11	14.2127	0.905618	0.904961	1	1		89	3	21	23.4158	1.67823	1.6755	0.952381	1		89	3	41	46.9358	3.29215	3.28118	0.804878	0.682927		89	5	11	21.7103	1.35005	1.34872	0.909091	1		89	5	21	33.5925	2.52864	2.52306	0.761905	0.809524		89	5	41	132.485	5.29478	5.27211	0.878049	0.853659		89	7	11	20.8686	1.78839	1.78634	1	1		89	7	21	63.4995	3.48986	3.48166	0.809524	0.857143		89	7	41	229.551	6.67185	6.63842	0.95122	0.97561		89	9	11	28.1017	2.21597	2.21315	1	0.909091		89	9	21	96.9826	4.24233	4.23119	1	0.857143		89	9	41	337.147	8.15217	8.10924	0.853659	0.902439
90	10	11	34.7365	2.45897	2.4558	1	0.545455		90	10	21	133.796	4.71439	4.70182	1	1		90	10	41	441.571	8.96085	8.90697	1	1		90	1	11	6.89688	0.44635	0.446418	0.909091	0.909091		90	1	21	11.1192	0.867282	0.867408	0.714286	0.714286		90	1	41	16.8164	1.69103	1.69119	0.756098	0.756098		90	3	11	14.5856	0.923066	0.922414	1	1		90	3	21	24.3896	1.70531	1.70262	0.952381	1		90	3	41	47.4238	3.31737	3.30633	0.756098	0.731707		90	5	11	21.9392	1.34739	1.34602	0.909091	1		90	5	21	33.9588	2.55038	2.54477	0.761905	0.857143		90	5	41	133.524	5.63029	5.60731	0.853659	0.853659		90	7	11	22.1841	1.79699	1.7949	1	1		90	7	21	64.2753	3.67367	3.66442	0.857143	0.857143		90	7	41	236.217	6.72809	6.69423	0.95122	0.97561		90	9	11	28.3808	2.31459	2.31164	1	0.909091		90	9	21	98.7744	4.27604	4.26485	1	0.904762		90	9	41	350.427	8.27622	8.23069	0.853659	0.926829
91	10	11	34.9743	2.52482	2.52154	1	0.636364		91	10	21	136.806	4.79377	4.78105	1	1		91	10	41	448.313	9.12097	9.06632	1	1		91	1	11	6.99254	0.447956	0.448023	0.909091	0.909091		91	1	21	11.3202	0.876626	0.876746	0.714286	0.714286		91	1	41	17.3179	1.71741	1.71766	0.731707	0.731707		91	3	11	14.9553	0.916622	0.91597	1	1		91	3	21	25.3641	1.71582	1.71313	0.952381	0.952381		91	3	41	47.9543	3.3577	3.34654	0.804878	0.707317		91	5	11	22.0213	1.4054	1.40399	0.909091	1		91	5	21	34.2062	2.59276	2.58715	0.809524	0.857143		91	5	41	135.328	5.66239	5.63917	0.878049	0.853659		91	7	11	23.499	1.81313	1.81099	1	1		91	7	21	65.2084	3.58897	3.58003	0.857143	0.952381		91	7	41	238.759	6.83673	6.80264	0.95122	0.97561		91	9	11	28.5102	2.38899	2.38601	1	0.818182		91	9	21	100.28	4.34739	4.33602	1	0.952381		91	9	41	354.225	8.53095	8.48735	0.878049	0.97561
92	10	11	35.3446	2.52149	2.51822	1	0.545455		92	10	21	137.966	4.81364	4.80081	1	1		92	10	41	457.057	9.15453	9.10442	1	1		92	1	11	7.0891	0.452799	0.452868	0.909091	0.909091		92	1	21	11.523	0.883883	0.883999	0.761905	0.761905		92	1	41	17.8211	1.73486	1.73501	0.731707	0.731707		92	3	11	15.321	0.943704	0.943038	1	1		92	3	21	26.3379	1.72871	1.72596	0.952381	0.952381		92	3	41	48.5487	3.38553	3.37435	0.804878	0.658537		92	5	11	22.7917	1.43638	1.43503	0.909091	1		92	5	21	34.6324	2.60597	2.60029	0.857143	0.904762		92	5	41	136.883	5.74236	5.71903	0.878049	0.853659		92	7	11	24.8142	1.83058	1.82847	1	1		92	7	21	66.3458	3.55847	3.54987	0.904762	0.904762		92	7	41	251.982	6.83566	6.80127	0.95122	1		92	9	11	28.6219	2.4934	2.49037	1	0.818182		92	9	21	105.642	4.38394	4.3726	1	0.952381		92	9	41	361.145	8.48813	8.44306	0.878049	0.97561
